ticker,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
ADI,ADI,Common Stock,Analog Devices Inc,"Analog Devices, Inc. (ADI) is a leading American multinational semiconductor company based in Wilmington, Massachusetts, renowned for its innovative solutions in data conversion, signal processing, and power management technology. With a strong focus on high-performance analog, mixed-signal, and digital signal processing (DSP) integrated circuits, ADI serves a wide range of applications across diverse sectors, including automotive, industrial, communications, and consumer electronics. The company's commitment to advancing precision technology positions it as a critical player in the semiconductor industry, enabling customers to achieve superior performance and energy efficiency in their products.",6281,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"ONE ANALOG WAY, WILMINGTON, MA, UNITED STATES, 01887",https://www.analog.com,October,2025-07-31,115447177000,4646811000.0,59.86,0.824,69.29,3.89,0.0173,3.92,20.95,0.189,0.285,0.0339,0.0565,10386794000,6247789000,3.92,0.316,0.246,268.41,4,20,11,0,0,59.86,25.71,11.11,3.488,11.95,26.53,1.089,257.1,157.3,241.33,222.39,491955000,490081000,0.258,94.826,2025-09-16,2025-09-02
AON,AON,Common Stock,Aon PLC,"Aon PLC is a leading global professional services firm specializing in risk, retirement, and health solutions. With a strong focus on providing innovative strategies for financial risk-mitigation, Aon offers a comprehensive suite of services, including insurance brokerage, pension administration, and health benefit consultation. The company operates in more than 120 countries, leveraging its extensive data and analytics capabilities to deliver tailored solutions that address the complex needs of clients worldwide. Aon's commitment to driving results for its clients positions it as a trusted partner in navigating market challenges and opportunities for growth.",315293,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"15 GEORGE'S QUAY, DUBLIN, IRELAND, D02 VR98",https://www.aon.com,December,2025-06-30,76193808000,5312000000.0,29.74,1.568,36.36,2.77,0.0077,11.88,77.32,0.155,0.231,0.0526,0.374,16752000000,7802000000,11.88,0.081,0.105,415.14,5,8,6,0,2,29.74,18.66,4.548,9.92,5.15,16.99,0.887,411.24,322.37,364.18,368.42,215627000,208699000,3.041,90.299,2025-11-14,2025-08-01
APA,APA,Common Stock,APA Corporation,"APA Corporation is the holding company for Apache Corporation, a company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in Houston.",6769,NASDAQ,USD,USA,ENERGY,OIL & GAS E&P,"2000 W. SAM HOUSTON PKWY. S., HOUSTON, TX, UNITED STATES, 77042-3643",https://www.apacorp.com,December,2025-06-30,8164687000,5851000000.0,7.9,0.17,16.46,1.0,0.0456,2.89,26.82,0.11,0.376,0.07,0.204,9804000000,6501000000,2.89,0.145,-0.136,24.59,1,4,18,4,1,7.9,7.19,0.833,1.447,1.303,2.774,1.165,25.8,13.19,22.48,20.37,357786000,355786000,0.463,96.239,2025-11-21,2025-10-22
APO,APO,Common Stock,Apollo Global Management LLC Class A,,1858681,NYSE,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"9 WEST 57TH STREET, NEW YORK, NY, UNITED STATES, 10019",https://www.apollo.com/institutional/homepage,December,2025-06-30,70038954000,,22.84,1.37,31.33,1.95,0.0165,5.36,42.9,0.134,0.152,0.0136,0.167,25127000000,10406000000,5.36,-0.267,0.131,153.28,4,10,5,0,0,22.84,13.87,2.787,4.061,3.043,14.76,1.668,187.59,101.84,135.89,142.42,572027000,448915000,26.523,63.735,2025-08-29,2025-08-18
AAPL,AAPL,Common Stock,Apple Inc,"Apple Inc. is a leading American multinational technology company renowned for its innovative consumer electronics, software, and online services. With a record revenue of $274.5 billion in 2020, Apple has established itself as the world's largest technology company by revenue and, as of January 2021, the most valuable publicly traded company globally. Its flagship products, including the iPhone, iPad, and Mac, have solidified its status as a key player in the tech industry, making it the fourth-largest PC vendor and smartphone manufacturer worldwide. As a vital member of the ""Big Five"" tech companies, alongside Amazon, Google, Microsoft, and Facebook, Apple continues to drive significant advancements in technology and consumer engagement.",320193,NASDAQ,USD,USA,TECHNOLOGY,CONSUMER ELECTRONICS,"ONE APPLE PARK WAY, CUPERTINO, CA, UNITED STATES, 95014",https://www.apple.com,September,2025-06-30,3675371078000,141696008000.0,37.58,2.466,4.431,1.01,0.0041,6.59,27.17,0.243,0.3,0.245,1.498,408624988000,190739005000,6.59,0.121,0.096,248.12,5,23,15,1,3,37.58,32.05,8.99,57.97,9.45,27.26,1.094,259.24,168.8,237.92,222.22,14840390000,14814271000,1.97,63.602,2025-08-14,2025-08-11
AMAT,AMAT,Common Stock,Applied Materials Inc,"Applied Materials, Inc. is a leading provider of equipment, services, and software essential for semiconductor manufacturing and advanced display technologies, catering to the dynamic needs of the electronics industry. Based in Santa Clara, California, the company not only supports the production of integrated circuit chips and flat panel displays but also plays a critical role in the development of solar products and flexible electronics. With a strong focus on innovation and technology, Applied Materials is poised to capitalize on the growing demand for high-performance electronic devices and sustainable energy solutions.",6951,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTOR EQUIPMENT & MATERIALS,"3050 BOWERS AVENUE, SANTA CLARA, CA, UNITED STATES, 95052-8039",https://www.appliedmaterials.com,October,2025-07-31,174847082000,9054000000.0,26.19,2.251,24.48,1.72,0.0082,8.38,35.3,0.239,0.306,0.159,0.356,28612999000,13878000000,8.38,0.083,0.077,212.97,3,20,14,0,0,26.19,22.94,6.11,9.13,6.22,18.54,1.814,226.49,123.03,182.99,171.32,796642000,793623000,0.275,83.088,2025-12-11,2025-11-20
APP,APP,Common Stock,Applovin Corp,"AppLovin Corporation, headquartered in Palo Alto, California, operates a comprehensive software platform designed to enhance the marketing and monetization strategies for mobile application developers worldwide. By integrating advanced technology with data-driven insights, AppLovin empowers developers to optimize their applications’ performance and reach a broader audience effectively. The company's strong focus on innovation positions it as a leading player in the mobile app ecosystem, making it an attractive proposition for institutional investors seeking exposure to the growing mobile advertising market.",1751008,NASDAQ,USD,USA,COMMUNICATION SERVICES,ADVERTISING AGENCIES,"1100 PAGE MILL ROAD, PALO ALTO, CA, UNITED STATES, 94304",https://www.applovin.com,December,2025-06-30,192765231000,3430494000.0,81.28,1.837,3.445,,,7.26,16.94,0.423,0.761,0.326,2.538,5737591000,4510330000,7.26,1.688,0.77,622.45,5,15,3,2,0,81.28,50.51,33.6,198.13,40.71,71.34,2.527,745.61,139.4,539.87,388.26,307636000,242748000,18.772,69.767,,
APTV,APTV,Common Stock,Aptiv PLC,"Aptiv PLC is a leading global technology company specializing in advanced mobility solutions primarily for the automotive industry. Headquartered in Dublin, Ireland, Aptiv focuses on developing high-performance electrical and electronic systems, software, and data services that enhance vehicle safety, connectivity, and efficiency. With a strong commitment to innovation, the company is at the forefront of the transition to a more sustainable and autonomous transportation ecosystem, serving major automotive manufacturers worldwide. Aptiv's strategic investments in advanced technologies position it well to capitalize on the growing demand for smart vehicles and mobility solutions.",1521332,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"SPITALSTRASSE 5, SCHAFFHAUSEN, SWITZERLAND, 8200",https://www.aptiv.com,December,2025-06-30,17790976000,3143000000.0,18.48,1.072,44.5,,,4.42,85.32,0.0512,0.11,0.0557,0.0946,19794000000,3799000000,4.42,-0.481,0.031,94.65,5,9,5,1,0,18.48,10.72,0.899,1.963,1.31,8.84,1.549,88.8,47.19,79.32,67.57,217760000,215615000,0.488,101.957,2020-02-19,2020-02-04
ACGL,ACGL,Common Stock,Arch Capital Group Ltd,"Arch Capital Group Ltd. (ACGL) is a global insurance and reinsurance provider based in Pembroke, Bermuda, specializing in offering a diverse range of insurance solutions, including property, casualty, and mortgage insurance products. Established to meet the growing risk management needs of clients worldwide, the company leverages its robust underwriting expertise and advanced analytics to drive innovation and operational efficiency. With a strong capital position and a commitment to responsible underwriting, Arch Capital Group aims to deliver sustainable growth and shareholder value, positioning itself as a key player in the global insurance landscape.",947484,NASDAQ,USD,USA,FINANCIAL SERVICES,INSURANCE - DIVERSIFIED,"WATERLOO HOUSE, PEMBROKE, BERMUDA, HM 08",https://www.archgroup.com,December,2025-06-30,34429571000,4661000000.0,9.54,2.24,59.41,0.0,0.0,9.67,51.37,0.195,0.298,0.0379,0.171,19156001000,6480000000,9.67,-0.021,0.233,109.5,2,7,8,0,0,9.54,9.38,1.797,1.497,1.949,-,0.451,104.29,82.49,90.64,91.42,373220000,358649000,3.1,92.127,2024-12-04,2024-11-18
ADM,ADM,Common Stock,Archer-Daniels-Midland Company,"Archer-Daniels-Midland Company (ADM) is a leading global player in food processing and commodities trading, established in 1902 and headquartered in Chicago, Illinois. With a robust operational footprint comprising over 270 plants and 420 crop procurement facilities, ADM processes cereal grains and oilseeds into a diverse range of products that serve the food, beverage, nutraceutical, industrial, and animal feed sectors. The company's extensive supply chain and commitment to sustainability position it favorably to meet the increasing global demand for food and agricultural products, making it a strategic investment opportunity in the evolving agri-business landscape.",7084,NYSE,USD,USA,CONSUMER DEFENSIVE,FARM PRODUCTS,"77 WEST WACKER DRIVE, CHICAGO, IL, UNITED STATES, 60601",https://www.adm.com,December,2025-06-30,29615831000,2577000000.0,26.8,16.43,46.73,2.02,0.0332,2.3,171.73,0.0133,0.0217,0.0182,0.0482,82775998000,5273000000,2.3,-0.541,-0.049,58.3,0,1,9,0,1,26.8,12.79,0.358,1.266,0.459,11.75,0.685,64.38,40.22,60.76,52.33,480464000,474896000,0.608,84.271,2025-09-10,2025-08-20
ANET,ANET,Common Stock,Arista Networks,"Arista Networks, headquartered in Santa Clara, California, is a leading American computer networking company specializing in software-defined networking (SDN) solutions. The firm designs and delivers advanced multilayer network switches tailored for high-performance environments, including large data centers, cloud computing, and high-frequency trading. With a strong emphasis on innovation and scalability, Arista Networks is positioned to capture significant market share as demand for sophisticated networking solutions continues to grow in the digital age.",1596532,NYSE,USD,USA,TECHNOLOGY,COMPUTER HARDWARE,"5453 GREAT AMERICA PARKWAY, SANTA CLARA, CA, UNITED STATES, 95054",https://www.arista.com,December,2025-06-30,193682948000,3470674000.0,57.82,2.402,8.67,,,2.55,6.32,0.409,0.447,0.152,0.336,7950946000,5107403000,2.55,0.346,0.304,157.67,5,18,4,0,1,57.82,44.05,24.36,16.66,22.28,50.8,1.475,162.68,59.43,141.09,108.02,1256865000,1038045000,17.971,69.145,,
AJG,AJG,Common Stock,Arthur J Gallagher & Co,"Arthur J. Gallagher & Co. (AJG) is a leading global insurance brokerage and risk management services firm, headquartered in Rolling Meadows, Illinois. With a robust presence in insurance markets across North America, Europe, and Asia-Pacific, AJG specializes in delivering tailored risk management solutions to a diverse clientele, including businesses, governments, and various institutions. The company has demonstrated consistent growth through strategic acquisitions and organic development, positioning itself as a key player in the competitive insurance landscape. Its commitment to excellence in service and innovation solidifies AJG's reputation as a trusted partner for comprehensive risk management.",354190,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"2850 GOLF ROAD, ROLLING MEADOWS, IL, UNITED STATES, 60008-4050",https://www.ajg.com,December,2025-06-30,76396175000,3277000000.0,45.08,1.01,89.79,2.5,0.0083,6.61,48.29,0.142,0.179,0.0211,0.0951,11551500000,5051400000,6.61,0.102,0.117,341.6,1,9,8,0,0,45.08,22.62,6.61,3.437,6.26,22.33,0.73,349.78,273.89,298.77,314.27,256363000,253485000,0.916,91.146,2025-09-19,2025-09-05
AIZ,AIZ,Common Stock,Assurant Inc,"Assurant, Inc. (AIZ) is a leading global provider of risk management solutions offering a diverse portfolio of products and services designed to protect clients and consumers across various sectors. Headquartered in New York City, the company specializes in providing insurance and related services, focusing on sectors such as mobile devices, housing, and health. With a commitment to innovation and customer satisfaction, Assurant leverages its expertise to deliver tailored solutions that address the evolving needs of its clients, positioning itself as a trusted partner in the insurance industry.",1267238,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - PROPERTY & CASUALTY,"260 INTERSTATE NORTH CIRCLE SE, ATLANTA, GA, UNITED STATES, 30339-2210",https://www.assurant.com,December,2025-06-30,10970842000,1224700000.0,15.78,1.46,108.81,3.12,0.0144,13.78,238.57,0.0583,0.1,0.0178,0.137,12304900000,1262500000,13.78,0.274,0.08,246.0,2,4,1,0,0,15.78,10.93,0.892,2.004,0.944,-,0.549,227.12,173.63,211.79,203.61,50459000,50130000,0.62,97.231,2025-09-29,2025-09-02
T,T,Common Stock,AT&T Inc,"AT&T Inc. is a leading American multinational conglomerate headquartered in Dallas, Texas, and is recognized as the world's largest telecommunications company by revenue. The company operates a diverse portfolio of telecommunications services, including mobile and fixed-line communication, broadband, and digital entertainment, making it a key player in the global connectivity sector. With a robust 5G network rollout and investments in innovative technologies, AT&T is positioned to enhance its service offerings and drive future growth, catering to both consumer and business markets. The company focuses on delivering substantial value to its shareholders through a combination of consistent cash flow generation and dividend payments.",732717,NYSE,USD,USA,COMMUNICATION SERVICES,TELECOM SERVICES,"208 SOUTH AKARD STREET, DALLAS, TX, UNITED STATES, 75202",https://www.att.com,December,2025-06-30,182978363000,44610998000.0,14.62,0.985,14.7,1.11,0.0429,1.75,17.2,0.103,0.227,0.0417,0.115,123984003000,73975996000,1.75,0.263,0.035,30.66,7,12,6,1,1,14.62,12.11,1.476,1.835,2.683,7.17,0.624,29.47,20.14,28.37,26.93,7150385000,7136371000,0.084,66.66,2025-11-03,2025-10-10
ATO,ATO,Common Stock,Atmos Energy Corporation,"Atmos Energy Corporation, based in Dallas, Texas, is a leading natural gas distribution company in the United States, serving over three million customers across eight states. With a strong commitment to safety, reliability, and environmental sustainability, Atmos Energy plays a critical role in delivering clean and efficient energy solutions. The company is dedicated to investing in infrastructure improvements and technology to enhance system efficiency, while also focusing on customer service excellence and community engagement. Leveraging a solid financial foundation and strategic growth initiatives, Atmos Energy is well-positioned to capitalize on the evolving energy landscape.",731802,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED GAS,"1800 THREE LINCOLN CENTRE, DALLAS, TX, UNITED STATES, 75240",https://www.atmosenergy.com,September,2025-06-30,28178307000,2242130000.0,24.28,2.775,83.39,3.415,0.0194,7.23,29.34,0.251,0.309,0.0361,0.0906,4623219000,2678952000,7.23,0.075,0.196,166.1,2,2,8,0,0,24.28,21.55,6.09,2.025,7.66,15.17,0.729,177.95,133.63,166.49,154.87,160524000,159779000,0.317,102.558,2025-09-08,2025-08-25
ADSK,ADSK,Common Stock,Autodesk Inc,"Autodesk, Inc. (Ticker: ADSK) is a leading American software company specializing in advanced design software and services tailored for a variety of sectors including architecture, engineering, construction, manufacturing, media, and education. Headquartered in San Rafael, California, Autodesk is renowned for its innovative cloud-based solutions and industry-leading design tools, such as AutoCAD and Revit, which facilitate streamlined workflows and enhanced collaboration across projects. With a strong focus on sustainability and digital transformation, Autodesk empowers professionals to improve productivity and achieve better outcomes in their respective fields.",769397,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"ONE MARKET STREET, SAN FRANCISCO, CA, UNITED STATES, 94105",https://www.autodesk.com,January,2025-07-31,65597612000,1596000000.0,64.16,1.589,12.75,,,4.8,30.79,0.158,0.259,0.0927,0.402,6605000000,6079000000,4.8,0.123,0.171,363.71,5,20,6,0,0,64.16,28.9,9.93,25.18,10.42,40.41,1.491,329.09,232.67,308.1,292.38,213000000,212397000,0.245,95.673,,2005-03-22
BG,BG,Common Stock,Bunge Limited,"Bunge Limited (NYSE: BG) is a leading global agribusiness and food company headquartered in St. Louis, Missouri. With a robust supply chain, Bunge engages in the sourcing, processing, and distribution of agricultural commodities, including grains and oilseeds, while also producing a wide range of food products for consumers and industrial customers. The company's integrated operations, spanning from farm to table, enable it to capitalize on growth opportunities in the food and biofuels markets, while its commitment to sustainability ensures responsible practices throughout its global footprint.",1996862,NYSE,USD,USA,CONSUMER DEFENSIVE,FARM PRODUCTS,"1391 TIMBERLAKE MANOR PARKWAY, CHESTERFIELD, MO, UNITED STATES, 63017",https://www.bunge.com,December,2025-06-30,16201022000,1873000000.0,8.16,1.705,80.95,2.758,0.0341,9.92,372.89,0.0271,0.028,0.0314,0.125,50861998000,3130000000,9.92,4.438,-0.036,89.78,1,5,3,0,0,8.16,9.59,0.319,1.526,0.426,7.86,0.646,92.68,65.6,82.2,78.17,200062000,165839000,17.188,74.661,2026-03-03,2025-11-17
BXP,BXP,Common Stock,Boston Properties Inc,"Boston Properties, Inc. (BXP) is a leading publicly traded real estate investment trust (REIT) that specializes in the development, ownership, and management of high-quality office properties in key urban markets across the United States including Boston, Los Angeles, New York City, San Francisco, and Washington, D.C. With a diverse portfolio of premier assets, BXP is focused on enhancing long-term value through strategic acquisitions, innovative development, and proactive asset management. The company is committed to sustainability and operational excellence, positioning itself as a resilient player in the real estate sector amidst evolving market dynamics.",1037540,NYSE,USD,USA,REAL ESTATE,REIT - OFFICE,"PRUDENTIAL CENTER, 800 BOYLSTON STREET, BOSTON, MA, UNITED STATES, 02199-8103",https://www.bxp.com,December,2025-06-30,12286066000,1896273000.0,3505.0,0.372,33.21,3.92,0.0564,0.02,21.57,0.0015,0.29,0.0245,0.0095,3410208000,2056929000,0.02,0.105,0.016,78.89,2,6,14,0,0,3505,39.06,3.603,2.274,8.14,17.24,1.235,85.58,52.95,71.71,69.45,158376000,147018000,0.392,110.361,2025-10-31,2025-09-30
CHRW,CHRW,Common Stock,CH Robinson Worldwide Inc,"C.H. Robinson Worldwide Inc. (CHRW) is a leading Fortune 500 provider of multimodal transportation and logistics solutions, positioning itself as a key player in the global supply chain ecosystem. The company's comprehensive portfolio includes freight transportation, transportation management, and third-party logistics services, encompassing truckload, less than truckload, air freight, intermodal, and ocean transportation. With a strong emphasis on technology and innovation, C.H. Robinson leverages its extensive network and data analytics capabilities to deliver enhanced supply chain efficiencies and visibility, catering to a diverse clientele across various industries.",1043277,NASDAQ,USD,USA,INDUSTRIALS,INTEGRATED FREIGHT & LOGISTICS,"14701 CHARLSON ROAD, EDEN PRAIRIE, MN, UNITED STATES, 55347-5076",https://www.chrobinson.com,December,2025-06-30,15113307000,825905000.0,28.25,2.622,15.08,2.48,0.0199,4.53,141.28,0.0314,0.0531,0.0905,0.324,17012580000,1396707000,4.53,0.2,-0.077,136.23,2,13,9,2,1,28.25,25.45,0.888,8.92,1.026,20.4,0.905,138.0,83.72,127.65,105.42,118091000,117641000,0.814,99.061,2025-10-02,2025-09-05
CDNS,CDNS,Common Stock,Cadence Design Systems Inc,"Cadence Design Systems, Inc. (CDNS), based in San Jose, California, is a leading provider of electronic design automation (EDA) software and engineering services that empower companies to create innovative semiconductor designs. Specializing in tools for integrated circuit design, system on chip (SoC) development, and printed circuit board (PCB) design, Cadence's solutions enhance productivity and reduce time-to-market for a diverse range of applications in the semiconductor industry. With a strong commitment to advancing the industry's technological capabilities, Cadence leverages advanced methodologies such as AI and machine learning to optimize the design process and improve designs' performance and efficiency.",813672,NASDAQ,USD,USA,TECHNOLOGY,SOFTWARE - APPLICATION,"BUILDING 5, SAN JOSE, CA, UNITED STATES, 95134",https://www.cadence.com,December,2025-06-30,90529358000,1786874000.0,89.99,3.08,18.37,,,3.62,18.72,0.199,0.293,0.117,0.218,5089287000,4354952000,3.62,-0.298,0.202,370.84,4,14,4,1,0,89.99,44.05,17.79,18.9,18.52,54.27,0.988,376.45,221.56,350.53,306.88,272490000,271381000,0.306,90.774,,
CPT,CPT,Common Stock,Camden Property Trust,"Camden Property Trust (CPT) is a leading real estate investment trust (REIT) specializing in the ownership, management, and development of high-quality multifamily apartment communities across the United States. As a part of the S&P 400, the company is committed to enhancing its portfolio through strategic acquisitions and value-adding renovations, while maintaining a focus on sustainable development practices. With a strong operational framework and a robust pipeline of projects, Camden offers institutional investors a compelling opportunity in the growing multifamily sector.",906345,NYSE,USD,USA,REAL ESTATE,REIT - RESIDENTIAL,"11 GREENWAY PLAZA, HOUSTON, TX, UNITED STATES, 77046-1124",https://www.camdenliving.com,December,2025-06-30,10878676000,886973000.0,71.2,8.96,42.13,4.16,0.0409,1.43,14.47,0.0993,0.18,0.0202,0.0341,1570124000,964382000,1.43,0.874,0.02,121.55,2,8,13,1,1,71.2,62.5,6.93,2.432,9.58,16.74,0.808,123.08,100.41,107.2,113.75,106853000,105021000,1.34,97.09,2025-10-17,2025-09-30
CPB,CPB,Common Stock,Campbell’s Co,"Campbell Soup Company (CPB) is a leading American manufacturer of processed foods and snacks, renowned for its diverse portfolio that includes iconic brands such as Campbell’s soups, Pepperidge Farm products, and V8 beverages. With a focus on innovation and quality, Campbell's emphasizes sustainable practices while responding to evolving consumer preferences for healthier and convenient meal solutions. The company operates globally, leveraging its strong distribution network and brand recognition to capture market share in the rapidly changing food industry. By aligning its strategic initiatives with key consumer trends, Campbell Soup Company is well-positioned for continued growth and profitability.",16732,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"1 CAMPBELL PLACE, CAMDEN, NJ, UNITED STATES, 08103-1799",https://www.thecampbellscompany.com,July,2025-07-31,9032311000,1890000000.0,14.87,0.674,13.09,1.54,0.0517,2.04,34.41,0.0587,0.131,0.0612,0.156,10253000000,3151000000,2.04,-0.5,0.012,34.58,0,3,13,2,3,14.87,12.74,0.881,2.413,1.609,10.47,0.023,46.65,29.03,32.4,35.44,297703000,190808000,52.941,64.399,2025-11-03,2025-10-02
COF,COF,Common Stock,Capital One Financial Corporation,"Capital One Financial Corporation is a leading American bank holding company headquartered in McLean, Virginia, known for its innovation in credit card offerings, auto financing, and various banking services. With a strong focus on digital banking and customer-centric financial solutions, Capital One has established itself as a major player in the U.S. financial services industry. Its robust technological infrastructure and commitment to data-driven decisions enable the company to effectively manage risk while enhancing customer experiences. As a forward-thinking institution, Capital One is well-positioned to capitalize on opportunities in the evolving financial landscape.",927628,NYSE,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"1680 CAPITAL ONE DRIVE, MCLEAN, VA, UNITED STATES, 22102",https://www.capitalone.com,December,2025-06-30,136984609000,,595.0,0.621,165.04,2.4,0.0116,0.36,57.46,0.0,-5.33,0.0,0.0001,23773000000,23773000000,0.36,0.102,-0.81,254.52,3,14,6,0,0,595.0,10.86,5.76,1.232,4.412,-,1.182,231.82,142.38,218.71,198.74,639517000,626510000,1.816,87.563,2025-09-02,2025-08-15
CAH,CAH,Common Stock,Cardinal Health Inc,"Cardinal Health, Inc. is an American multinational health care services company.",721371,NYSE,USD,USA,HEALTHCARE,MEDICAL DISTRIBUTION,"7000 CARDINAL PLACE, DUBLIN, OH, UNITED STATES, 43017",https://www.cardinalhealth.com,June,2025-06-30,36661383000,3273000000.0,23.92,1.628,-11.64,2.028,0.0129,6.45,923.56,0.007,0.0105,0.0316,0.0,222578000000,8168000000,6.45,0.04,0.005,180.86,1,10,5,0,0,23.92,16.92,0.165,16.07,0.19,13.62,0.718,167.89,105.46,152.19,143.69,237583000,238376000,0.252,88.682,2025-10-15,2025-10-01
KMX,KMX,Common Stock,CarMax Inc,"CarMax Inc. (Ticker: KMX) is a premier retailer of used vehicles in the United States, recognized for its innovative, customer-focused approach that integrates an extensive physical presence with a compelling online platform. The company operates through two key segments: CarMax Sales Operations, dedicated to the retail of pre-owned vehicles, and CarMax Auto Finance, which provides integrated financing solutions to facilitate car purchases. Emphasizing transparency and value, CarMax continually seeks to redefine the automotive retail landscape through technological advancements, while actively expanding its market presence to address the dynamic needs of today's consumers.",1170010,NYSE,USD,USA,CONSUMER CYCLICAL,AUTO & TRUCK DEALERSHIPS,"12800 TUCKAHOE CREEK PARKWAY, RICHMOND, VA, UNITED STATES, 23238",https://www.carmax.com,February,2025-08-31,6415660000,1127292000.0,12.81,0.644,41.99,,,3.41,185.53,0.0184,0.0214,0.0186,0.0842,28279818000,3520315000,3.41,-0.248,-0.053,57.79,3,5,9,0,2,12.81,13.28,0.227,1.091,0.962,13.34,1.266,91.25,42.75,55.29,68.12,146845000,145987000,0.424,111.071,,
CCL,CCL,Common Stock,Carnival Corporation,"Carnival Corporation & plc is the world's largest travel and leisure company, operating a diverse fleet of more than 100 vessels across 10 distinct cruise line brands. Headquartered in amalgamation of the UK and the US, the company is well-positioned to capture the growing demand for cruise vacations, leveraging its extensive market presence and operational expertise. With a strong commitment to sustainability and customer experience, Carnival aims to innovate within the industry while addressing the evolving preferences of travelers. The company's strategic initiatives and adaptability to market dynamics underpins its potential for long-term growth and value creation for institutional investors.",815097,NYSE,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"3655 N.W. 87TH AVENUE, MIAMI, FL, UNITED STATES, 33178-2428",https://www.carnivalcorp.com,November,2025-08-31,36361089000,6977000000.0,14.48,1.41,9.09,,,1.94,20.06,0.101,0.279,0.0528,0.257,26230000000,14433000000,1.94,0.06,0.033,35.75,4,16,8,0,0,14.48,12.05,1.386,3.176,2.439,9.39,2.686,32.8,15.07,30.23,25.35,1167541000,1223828000,7.585,72.424,2020-03-13,2020-02-20
CARR,CARR,Common Stock,Carrier Global Corp,"Carrier Global Corporation is a leading American multinational focused on innovative heating, ventilation, and air conditioning (HVAC) solutions, headquartered in Palm Beach Gardens, Florida. With a strong commitment to sustainability and energy efficiency, Carrier leverages cutting-edge technology to enhance comfort in residential and commercial environments. As a key player in the global climate control industry, the company is dedicated to driving advancements in smart building technologies and reducing the carbon footprint of its products, positioning itself as an essential partner in the transition to greener infrastructure. Carrier's robust portfolio and commitment to innovation ensure its competitive edge in a rapidly evolving market.",1783180,NYSE,USD,USA,INDUSTRIALS,BUILDING PRODUCTS & EQUIPMENT,"13995 PASTEUR BOULEVARD, PALM BEACH GARDENS, FL, UNITED STATES, 33418",https://www.corporate.carrier.com,December,2025-06-30,48397668000,3662000000.0,32.68,15.39,17.28,0.865,0.0153,1.74,25.57,0.178,0.144,0.0382,0.114,22463001000,6046000000,1.74,-0.733,0.03,75.49,2,12,11,0,0,32.68,18.45,2.155,3.409,2.681,13.24,1.254,81.42,53.89,62.87,67.07,851023000,798719000,6.031,86.72,2025-11-18,2025-10-29
CAT,CAT,Common Stock,Caterpillar Inc,"Caterpillar Inc. (CAT) is a leading American multinational corporation that specializes in the design, manufacture, and marketing of construction and mining equipment, engines, and related financial products and services. As a Fortune 100 company, Caterpillar has established a robust global presence, supported by an extensive dealer network that enhances its ability to serve a diverse range of industries, including construction, agriculture, and energy. With a strong commitment to innovation and sustainability, Caterpillar continues to leverage advanced technologies to improve efficiency and productivity while addressing environmental challenges in its product offerings.",18230,NYSE,USD,USA,INDUSTRIALS,FARM & HEAVY CONSTRUCTION MACHINERY,"5205 NORTH O'CONNOR BOULEVARD, IRVING, TX, UNITED STATES, 75039",https://www.caterpillar.com,December,2025-06-30,236469420000,14007000000.0,25.7,2.124,39.83,5.74,0.0117,19.64,132.21,0.149,0.177,0.0856,0.527,63139000000,19591999000,19.64,-0.157,-0.007,477.09,2,12,10,1,0,25.7,23.2,3.745,12.32,4.199,18.42,1.465,531.56,265.01,444.92,378.17,468479000,467059000,0.213,71.967,2025-11-20,2025-10-20
