ticker,Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
LII,LII,Common Stock,Lennox International Inc,"Lennox International Inc. (LII) is a prominent leader in the climate control sector, renowned for its innovative heating, ventilation, air conditioning, and refrigeration (HVACR) solutions. Headquartered in Richardson, Texas, the company caters to a broad customer base across North America and beyond, prioritizing energy efficiency and sustainable technological advancements. With a strong emphasis on quality and performance, Lennox is well-positioned to capitalize on the growing demand for eco-friendly solutions in an increasingly climate-conscious market, making it a compelling investment opportunity for institutional investors.",1069202.0,NYSE,USD,USA,INDUSTRIALS,BUILDING PRODUCTS & EQUIPMENT,"2140 LAKE PARK BOULEVARD, RICHARDSON, TX, UNITED STATES, 75080",https://www.lennox.com,December,2025-06-30,18645373000.0,1151000000.0,22.42,1.629,25.63,4.75,0.0091,23.68,152.58,0.154,0.231,0.191,1.129,5416600000,1794700000,23.68,0.138,0.034,620.25,1,5,8,4,2,22.42,20.75,3.442,21.32,3.82,17.86,1.105,687.72,496.64,559.54,581.24,35124300,31770600,10.422,77.758,2025-10-15,2025-09-30
LLY,LLY,Common Stock,Eli Lilly and Company,"Eli Lilly and Company (Ticker: LLY), headquartered in Indianapolis, Indiana, is a prominent global pharmaceutical leader recognized for its commitment to innovation in healthcare. With a robust portfolio focused on critical therapeutic areas such as diabetes, oncology, and neurodegenerative disorders, Lilly operates in approximately 125 countries and aims to improve patient outcomes through significant research investments. The company's strategic focus on sustainable growth, complemented by a strong product pipeline and strategic collaborations, reinforces its position in the pharmaceutical industry as a key player dedicated to advancing modern medicine and enhancing shareholder value.",59478.0,NYSE,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"LILLY CORPORATE CENTER, INDIANAPOLIS, IN, UNITED STATES, 46285",https://www.lilly.com,December,2025-06-30,734556652000.0,24775100000.0,53.2,0.897,20.38,5.6,0.0068,15.27,59.22,0.259,0.458,0.166,0.863,53258101000,44011500000,15.27,0.918,0.376,891.0,3,15,9,0,0,53.2,27.17,13.79,40.22,14.48,39.23,0.461,931.67,622.41,745.14,785.97,896457000,895428000,0.164,83.561,2025-09-10,2025-08-15
LIN,LIN,Common Stock,Linde plc Ordinary Shares,"Linde plc is a preeminent multinational industrial gas and engineering company, recognized as the largest supplier in its sector by both market share and revenue. The firm serves a broad spectrum of industries, encompassing healthcare, manufacturing, aerospace, and energy, among others. Specializing in the production of atmospheric and process gases such as oxygen, nitrogen, hydrogen, and specialty gases, Linde is committed to advancing innovation and sustainability. By providing cutting-edge solutions that enhance operational efficiencies and promote environmental stewardship, Linde plays a pivotal role in transforming industries globally while supporting its customers' transition to a low-carbon economy.",1707925.0,NASDAQ,USD,USA,BASIC MATERIALS,SPECIALTY CHEMICALS,"FORGE, 43 CHURCH STREET WEST, WOKING, UNITED KINGDOM, GU21 6HT",https://www.linde.com,December,2025-06-30,215346708000.0,12969000000.0,32.69,2.186,82.14,5.78,0.0127,14.05,70.1,0.202,0.283,0.0695,0.173,33245000000,16106000000,14.05,0.084,0.028,513.14,4,15,5,1,0,32.69,26.04,6.48,5.72,7.26,18.48,0.94,484.83,406.06,473.85,459.66,468910000,467231000,0.26,87.561,2025-09-18,2025-09-04
LYV,LYV,Common Stock,Live Nation Entertainment Inc,"Live Nation Entertainment, Inc. (LYV) is a premier global entertainment company that excels in live event promotion, ticketing, and venue management. Formed in 2010 through the merger of Live Nation and Ticketmaster, the company has cultivated an extensive network of concert and event promotions while managing a diverse array of entertainment venues. With its integral support for a wide range of artists and its commitment to enhancing the live experience through innovative ticketing solutions, Live Nation stands out as a dominant force in the ever-evolving entertainment landscape, both domestically and internationally.",1335258.0,NYSE,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"9348 CIVIC CENTER DRIVE, BEVERLY HILLS, CA, UNITED STATES, 90210",https://www.livenationentertainment.com,December,2025-06-30,35687846000.0,2010121000.0,65.31,9.27,1.565,,,2.34,102.67,0.0388,0.0693,0.0408,0.594,23721437000,5987140000,2.34,-0.6,0.163,174.6,2,15,2,1,1,65.31,105.26,1.504,100.92,1.589,22.48,1.403,175.25,112.88,161.66,144.56,231950000,155882000,32.379,81.072,,
LKQ,LKQ,Common Stock,LKQ Corporation,"LKQ Corporation is a premier provider of alternative and specialty automotive parts, delivering solutions for vehicle repair and customization in the United States and Europe. The company specializes in high-quality recycled and refurbished components, effectively supporting sustainability while offering cost-effective repair options. With a robust strategy focused on market expansion through strategic acquisitions and innovation, LKQ is poised to capitalize on growth opportunities within the dynamic automotive aftermarket. Committed to operational excellence and superior customer service, LKQ stands as a key player in a sector increasingly driven by environmental awareness and efficiency.",1065696.0,NASDAQ,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"5846 CROSSINGS BOULEVARD, ANTIOCH, TN, UNITED STATES, 37013",https://www.lkqcorp.com,December,2025-06-30,7675056000.0,1665000000.0,10.65,0.95,25.33,1.2,0.0412,2.8,54.06,0.0504,0.0879,0.0503,0.112,14046000000,5508000000,2.8,0.067,-0.019,42.1,3,2,1,0,0,10.65,9.33,0.546,1.236,0.975,8.42,0.837,43.77,28.41,30.97,37.01,257293000,255176000,0.452,107.77,2025-08-28,2025-08-14
LMT,LMT,Common Stock,Lockheed Martin Corporation,"Lockheed Martin Corporation is a premier global aerospace and defense company, headquartered in North Bethesda, Maryland, dedicated to advancing national security and technological innovation. With a comprehensive portfolio that encompasses military aircraft, missile defense systems, and cyber solutions, Lockheed Martin is strategically positioned to address the complex challenges faced by its government and commercial clients worldwide. The firm’s strong focus on research and development, coupled with its extensive partnerships and resilient supply chain, drives its competitive edge and supports sustained growth in both domestic and international markets.",936468.0,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"6801 ROCKLEDGE DRIVE, BETHESDA, MD, UNITED STATES, 20817",https://www.lockheedmartin.com,December,2025-06-30,117941879000.0,7194000000.0,28.32,1.66,22.99,13.05,0.0259,17.84,305.2,0.0585,0.0388,0.0647,0.731,71844004000,5930000000,17.84,-0.787,0.002,504.82,2,4,12,1,0,28.32,16.75,1.642,21.86,1.906,18.02,0.274,601.99,407.12,465.92,463.37,233465000,198536000,0.082,75.555,2025-12-30,2025-12-01
L,L,Common Stock,Loews Corp,"Loews Corporation (L) is a diversified conglomerate headquartered in New York City, with significant operations across multiple sectors including property and casualty insurance through its subsidiary CNA Financial, offshore drilling via Diamond Offshore Drilling, and energy infrastructure with Boardwalk Pipeline Partners. The company also has a notable hospitality division, Loews Hotels, and engages in the packaging industry through Altium Packaging. By strategically managing its diverse portfolio, Loews aims to enhance long-term shareholder value while upholding a disciplined capital allocation strategy, making it an attractive consideration for institutional investors seeking resilience and growth.",60086.0,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - PROPERTY & CASUALTY,"9 WEST 57TH STREET, NEW YORK, NY, UNITED STATES, 10019-2714",https://www.loews.com,December,2025-06-30,21286097000.0,2803000000.0,16.08,2.69,84.42,0.25,0.0025,6.38,84.11,0.0747,0.138,0.0166,0.0799,18061001000,6507000000,6.38,0.121,0.067,60.0,-,-,-,-,-,16.08,-,1.179,1.204,1.664,-,0.725,103.52,74.95,97.53,89.91,207426000,170150000,18.861,59.411,2025-09-02,2025-08-20
LOW,LOW,Common Stock,Lowe's Companies Inc,"Lowe's Companies, Inc. (NYSE: LOW) is a leading retail giant in the home improvement sector, offering a comprehensive range of products for both professional contractors and DIY customers. Headquartered in Mooresville, North Carolina, Lowe's operates an extensive network of stores across the United States and Canada, providing essential building materials, tools, and home enhancement solutions. The company is dedicated to customer satisfaction and innovation, continually adapting to market trends while enhancing its omnichannel shopping experience, solidifying its position as a dominant player in the home improvement industry.",60667.0,NYSE,USD,USA,CONSUMER CYCLICAL,HOME IMPROVEMENT RETAIL,"1000 LOWES BLVD., MOORESVILLE, NC, UNITED STATES, 28117",https://www.lowes.com,January,2025-07-31,135018594000.0,12491000000.0,19.23,2.178,-20.32,4.65,0.0198,12.52,148.91,0.082,0.145,0.143,0.0,83612000000,27979999000,12.52,0.024,0.016,282.22,3,18,13,0,1,19.23,18.52,1.615,321.82,2.068,13.82,0.88,279.83,204.22,254.49,238.59,560825000,559642000,0.115,79.158,2025-11-05,2025-10-22
LULU,LULU,Common Stock,Lululemon Athletica Inc.,"Lululemon Athletica Inc. is a leading athletic apparel company headquartered in Vancouver, Canada, recognized for its high-quality yoga and fitness apparel that seamlessly blends performance and style. With a strong commitment to sustainability and community engagement, Lululemon differentiates itself within a competitive landscape. The company is actively expanding its footprint through both physical retail locations and a robust e-commerce platform, effectively capturing the growing global demand for health and wellness products. As wellness trends continue to shape consumer preferences, Lululemon is strategically poised for sustained growth and increased market share.",1397187.0,NASDAQ,USD,USA,CONSUMER CYCLICAL,APPAREL RETAIL,"1818 CORNWALL AVENUE, VANCOUVER, BC, CANADA, V6J 1C7",https://shop.lululemon.com,January,2025-07-31,20142369000.0,2976704000.0,11.58,0.902,36.88,,,14.6,90.03,0.164,0.207,0.219,0.424,10904036000,6443886000,14.6,-0.016,0.065,195.84,0,5,26,2,1,11.58,13.14,1.847,4.817,1.994,7.3,1.072,423.32,159.25,183.64,277.01,113468000,109026000,4.617,88.513,,
LYB,LYB,Common Stock,LyondellBasell Industries NV,"LyondellBasell Industries N.V. (NYSE: LYB) is a premier global chemical company headquartered in Houston, Texas, and incorporated in the Netherlands. As the foremost licensor of polyethylene and polypropylene technologies, LyondellBasell excels in producing essential petrochemicals such as ethylene and propylene, serving diverse industries with a wide range of applications. The company's strong focus on innovation and sustainability not only enhances its competitive edge but also drives long-term growth and shareholder value, enabling it to adapt to the dynamic demands of the global marketplace.",1489393.0,NYSE,USD,USA,BASIC MATERIALS,SPECIALTY CHEMICALS,"LYONDELLBASELL WILLIAMS TOWER, HOUSTON, TX, UNITED STATES, 77056",https://www.lyondellbasell.com,December,2025-06-30,15008115000.0,2813000000.0,97.21,0.854,37.03,5.39,0.117,0.48,119.31,0.0066,0.0409,0.0264,0.0121,38655001000,3362000000,0.48,-0.877,-0.118,57.83,2,3,12,3,0,97.21,12.99,0.388,1.332,0.709,13.51,0.89,85.36,44.89,52.06,62.57,321648000,255514000,20.489,74.465,2025-09-02,2025-08-25
MTB,MTB,Common Stock,M&T Bank Corporation,"M&T Bank Corporation is a prominent bank holding company headquartered in Buffalo, New York, with deep roots dating back to 1856. Renowned for its comprehensive suite of financial services, M&T Bank serves individuals, businesses, and municipalities primarily across the Northeastern and Mid-Atlantic regions of the United States. The bank's offerings span commercial and retail banking, mortgage services, and wealth management, underscoring its pivotal role in regional banking. M&T Bank is committed to fostering personalized customer relationships and community engagement, positioning itself for sustainable growth and innovation in the evolving financial landscape while delivering significant value to shareholders.",36270.0,NYSE,USD,USA,FINANCIAL SERVICES,BANKS - REGIONAL,"ONE M&T PLAZA, BUFFALO, NY, UNITED STATES, 14203",https://www.mtb.com,December,2025-06-30,29228607000.0,,11.84,52.62,166.95,5.4,0.0296,15.8,54.3,0.303,0.425,0.0129,0.0949,8903999000,8903999000,15.8,0.137,0.055,221.17,1,10,9,1,0,11.84,10.53,3.283,1.17,5.04,-,0.612,219.42,148.51,194.8,187.63,156269000,155482000,0.404,89.099,2025-09-30,2025-09-02
MPC,MPC,Common Stock,Marathon Petroleum Corp,"Marathon Petroleum Corporation (MPC) is a premier integrated downstream energy firm based in Findlay, Ohio, recognized for its significant capabilities in petroleum refining, marketing, and transportation. Operating one of the largest refining systems in the U.S., MPC emphasizes operational efficiency and strategic logistics to optimize its extensive portfolio of retail outlets and distribution networks. The company is dedicated to innovation and sustainability, positioning itself as a dynamic leader in the energy sector, well-equipped to meet the challenges of a transforming global energy landscape. With a strong focus on both commercial and consumer markets, MPC continues to enhance its competitive edge in the industry.",1510295.0,NYSE,USD,USA,ENERGY,OIL & GAS REFINING & MARKETING,"539 SOUTH MAIN STREET, FINDLAY, OH, UNITED STATES, 45840-3229",https://www.marathonpetroleum.com,December,2025-06-30,55757324000.0,7705000000.0,26.66,1.272,54.68,3.64,0.0198,6.87,422.28,0.016,0.0582,0.034,0.146,133861999000,11775000000,6.87,-0.086,-0.108,193.72,4,5,10,0,0,26.66,13.64,0.416,3.516,0.65,9.78,0.883,201.61,113.82,179.12,159.3,304020000,303145000,0.272,77.554,2025-09-10,2025-08-20
MAR,MAR,Common Stock,Marriott International Inc,"Marriott International, Inc. (MAR), headquartered in Bethesda, Maryland, is a dominant force in the global hospitality industry, with a diverse portfolio encompassing over 7,000 properties across more than 130 countries. Renowned for its flagship brands including Marriott Hotels, Ritz-Carlton, and Sheraton, the company services a wide range of market segments from luxury to select-service. Marriott is dedicated to offering exceptional guest experiences while prioritizing sustainability and community initiatives, positioning itself for robust growth in the evolving travel landscape. With its expansive scale and innovative loyalty programs, Marriott effectively drives customer retention and enhances profitability, strategically reinforcing its leadership in the hospitality sector.",1048286.0,NASDAQ,USD,USA,CONSUMER CYCLICAL,LODGING,"7750 WISCONSIN AVENUE, BETHESDA, MD, UNITED STATES, 20814",https://www.marriott.com,December,2025-06-30,72742552000.0,4396000000.0,29.68,1.366,-10.89,2.56,0.0097,9.03,24.41,0.364,0.686,0.0938,0.145,6783000000,5541000000,9.03,0.033,0.059,284.83,1,8,16,1,0,29.68,22.83,10.72,47.45,3.432,19.65,1.346,305.26,204.35,265.3,264.16,271458000,237338000,17.85,64.464,2025-09-30,2025-08-21
MMC,MMC,Common Stock,Marsh & McLennan Companies Inc,"Marsh & McLennan Companies Inc. (MMC) is a leading global professional services firm headquartered in New York City, recognized for its comprehensive expertise in insurance brokerage, risk management, and consulting. Operating through four primary segments—Marsh, Guy Carpenter, Mercer, and Oliver Wyman—the company offers a broad array of solutions, including reinsurance, health and workforce strategies, and management consulting. With a strong emphasis on innovation and a diversified service portfolio, MMC is well-positioned to capitalize on emerging market trends, providing customized and strategic solutions to a diverse clientele across various industries worldwide.",62709.0,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE BROKERS,"1166 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10036-2774",https://www.marshmclennan.com,December,2025-06-30,101776007000.0,7580000000.0,24.62,1.996,32.07,3.345,0.0163,8.41,52.44,0.16,0.269,0.0786,0.284,25799000000,11407000000,8.41,0.079,0.121,228.47,1,4,14,1,1,24.62,19.34,3.945,6.22,4.576,16.33,0.811,245.83,194.14,203.47,218.31,491624000,490705000,0.07,92.3,2025-11-14,2025-10-02
MLM,MLM,Common Stock,Martin Marietta Materials Inc,"Martin Marietta Materials, Inc. is a leading supplier of aggregates and heavy building materials, serving a broad market across 26 states, Canada, and the Caribbean. The company is integral to infrastructure development, supplying essential materials for a variety of projects including roads, sidewalks, and foundations, and demonstrates a strong commitment to sustainability and innovation. With a strategic focus on operational efficiency and a diverse customer base in the construction sector, Martin Marietta is well-positioned to capitalize on the growing demand for building materials in both public and private sectors, reinforcing its status as a critical player in the industry.",916076.0,NYSE,USD,USA,BASIC MATERIALS,BUILDING MATERIALS,"4123 PARKLAKE AVENUE, RALEIGH, NC, UNITED STATES, 27612",https://www.martinmarietta.com,December,2025-06-30,39611998000.0,2173000000.0,35.33,3.584,155.26,3.16,0.0049,18.59,109.77,0.165,0.257,0.0564,0.121,6685000000,1987000000,18.59,0.141,0.027,650.04,3,12,5,1,0,35.33,27.47,5.93,4.044,6.5,19.8,1.012,657.36,440.72,616.24,548.52,60306000,59842000,0.755,101.305,2025-09-30,2025-09-02
MAS,MAS,Common Stock,Masco Corporation,"Masco Corporation (MAS) is a prominent manufacturer within the home improvement and residential construction markets, recognized for its commitment to sustainability and innovation. The company's diverse portfolio encompasses plumbing products, decorative architectural elements, and kitchen and bath cabinetry, enabling it to cater effectively to shifting consumer preferences and industry trends. With a strong emphasis on operational excellence and strategic investments, Masco aims to enhance shareholder value while prioritizing sustainable production practices, making it a compelling investment opportunity for institutional investors looking for growth in the evolving home improvement landscape.",62996.0,NYSE,USD,USA,INDUSTRIALS,BUILDING PRODUCTS & EQUIPMENT,"17450 COLLEGE PARKWAY, LIVONIA, MI, UNITED STATES, 48152",https://www.masco.com,December,2025-06-30,14263943000.0,1500000000.0,17.51,1.657,-0.401,1.2,0.0182,3.89,35.89,0.105,0.201,0.159,0.514,7663000000,2787000000,3.89,0.094,-0.019,75.72,2,5,14,0,1,17.51,16.56,1.861,164.42,2.31,14.28,1.177,84.74,56.02,71.8,69.41,209364000,208555000,0.22,98.968,2025-08-25,2025-08-08
MA,MA,Common Stock,Mastercard Inc,"Mastercard Incorporated is a prominent American multinational financial services corporation based in Purchase, New York, with its Global Operations Headquarters located in O'Fallon, Missouri. Renowned for its facilitation of electronic payments, Mastercard connects merchants with card-issuing banks through its widely recognized debit, credit, and prepaid card offerings. The company emphasizes innovation in digital payments and fintech solutions, driving steady growth since its IPO in 2006. As a key player in the dynamic global payment systems landscape, Mastercard continues to adapt to changing consumer preferences and technological advancements, solidifying its position as a leader in the industry.",1141391.0,NYSE,USD,USA,FINANCIAL SERVICES,CREDIT SERVICES,"2000 PURCHASE STREET, PURCHASE, NY, UNITED STATES, 10577",https://www.mastercard.com,December,2025-06-30,509579919000.0,18773000000.0,37.74,1.959,8.67,2.94,0.0053,15.05,33.07,0.449,0.599,0.237,1.77,30240999000,30240999000,15.05,0.163,0.168,647.8,5,21,9,0,1,37.74,30.67,16.85,66.46,17.58,29.22,0.967,600.98,463.61,580.14,557.71,897274000,895993000,0.512,90.334,2025-11-07,2025-10-09
MTCH,MTCH,Common Stock,Match Group Inc,"Match Group, Inc. is a premier global provider of dating products, boasting a robust portfolio of industry-leading brands such as Tinder, Match, OkCupid, and Plenty of Fish. With its headquarters in Dallas, Texas, the company utilizes cutting-edge technology and data analytics to improve user experiences and facilitate connections in the dynamic online dating sector. As the market leader, Match Group is focused on strategic growth through continual product innovation and partnerships, positioning itself to capitalize on the increasing digitization of social interactions and the evolving needs of its diverse user base.",891103.0,NASDAQ,USD,USA,COMMUNICATION SERVICES,INTERNET CONTENT & INFORMATION,"8750 NORTH CENTRAL EXPRESSWAY, DALLAS, TX, UNITED STATES, 75231",https://www.mtch.com,December,2025-06-30,7805782000.0,979270000.0,16.06,0.387,-0.955,0.57,0.0177,2.02,13.75,0.156,0.241,0.129,0.499,3450576000,2484503000,2.02,0.007,0.0,38.47,2,6,14,0,0,16.06,10.83,2.262,10.97,3.319,12.65,1.382,38.99,26.09,36.44,32.82,240622000,223593000,0.632,107.699,2025-10-17,2025-10-03
MKC,MKC,Common Stock,McCormick & Company Incorporated,"McCormick & Company Incorporated (Ticker: MKC) is a leading global flavor company renowned for its extensive portfolio of spices, seasoning mixes, and condiments, serving a diverse range of customers including retail outlets, food manufacturers, and foodservice operators. With a strong commitment to quality and innovation, McCormick leverages its decades of expertise to enhance consumer experiences and drive culinary exploration. The company continues to expand its reach through strategic acquisitions and a focus on sustainability, positioning itself as a vital player in the evolving food industry landscape. As consumer preferences shift towards healthier and more diverse flavor options, McCormick is well-poised for growth, capitalizing on its strong brand recognition and comprehensive product offerings.",63754.0,NYSE,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"24 SCHILLING ROAD, HUNT VALLEY, MD, UNITED STATES, 21031",https://www.mccormickcorporation.com,November,2025-08-31,17538007000.0,1292400000.0,22.69,2.851,21.44,1.77,0.0273,2.9,25.28,0.115,0.171,0.0516,0.139,6787900000,2595100000,2.9,0.011,0.027,77.54,2,4,9,0,0,22.69,20.53,2.584,3.262,3.352,17.07,0.628,84.64,63.23,68.33,74.02,253240000,264790000,0.022,89.105,2025-10-27,2025-10-14
MCD,MCD,Common Stock,McDonald’s Corporation,"McDonald’s Corporation (MCD) is a preeminent global player in the fast-food industry, recognized for its distinctive Golden Arches and a versatile menu featuring iconic items such as hamburgers, french fries, and breakfast selections. Established in 1940, McDonald's has transformed from a single restaurant into an extensive franchise network with thousands of locations across the globe. The company is dedicated to quality and innovation, continually adapting to consumer preferences while preserving its strong brand identity. With a growing emphasis on sustainability initiatives and digital advancements, McDonald’s is well-positioned to enhance customer experience and drive long-term growth, making it an attractive prospect for institutional investors.",63908.0,NYSE,USD,USA,CONSUMER CYCLICAL,RESTAURANTS,"110 NORTH CARPENTER STREET, CHICAGO, IL, UNITED STATES, 60607",https://www.mcdonalds.com,December,2025-06-30,217335366000.0,14170000000.0,25.7,2.457,-3.868,6.98,0.0233,11.85,36.42,0.322,0.477,0.133,0.0,26059999000,14852000000,11.85,0.121,0.054,331.17,3,14,16,2,0,25.7,22.62,8.34,-,10.28,18.81,0.504,322.66,271.86,306.06,303.4,713604000,712377000,0.227,75.021,2025-09-16,2025-09-02
MCK,MCK,Common Stock,McKesson Corporation,"McKesson Corporation (MCK) stands as a preeminent leader in the American healthcare landscape, specializing in the distribution of pharmaceuticals and medical supplies while providing integrated healthcare management solutions. Leveraging advanced technology and a comprehensive service portfolio, McKesson enhances operational efficiency for healthcare providers, payers, and pharmaceutical manufacturers. Its strategic focus on innovation not only reinforces the company's competitive advantage but also plays a crucial role in driving improved patient outcomes and optimizing healthcare delivery systems. As a key partner in the ever-evolving healthcare ecosystem, McKesson's initiatives contribute significantly to the realization of a more effective and patient-centric healthcare environment.",927653.0,NYSE,USD,USA,HEALTHCARE,MEDICAL DISTRIBUTION,"6555 STATE HIGHWAY 161, IRVING, TX, UNITED STATES, 75039",https://www.mckesson.com,March,2025-06-30,97256161000.0,5401000000.0,30.77,1.119,-15.74,2.84,0.0037,25.41,2992.63,0.0084,0.0108,0.0401,0.0,377595003000,13030000000,25.41,-0.107,0.234,835.29,2,10,3,0,1,30.77,19.8,0.258,5.04,0.27,19.63,0.513,783.89,490.22,710.69,678.99,124384000,124213000,0.029,90.608,2025-10-01,2025-09-02
MDT,MDT,Common Stock,Medtronic PLC,"Medtronic plc is a leading global medical technology company headquartered in Fridley, Minnesota, specializing in the development and commercialization of advanced medical devices and therapies across key sectors such as cardiovascular, diabetes management, and neuromodulation. With a strong emphasis on innovation, Medtronic invests significantly in research and development to create cutting-edge healthcare solutions that enhance patient outcomes and quality of life. The company's commitment to sustainability and value-driven healthcare further strengthens its position as a pivotal player in the evolving medical device industry, ensuring it remains well-equipped to address the complex challenges of modern healthcare.",1613103.0,NYSE,USD,USA,HEALTHCARE,MEDICAL DEVICES,"BUILDING TWO, GALWAY, IRELAND",https://www.medtronic.com,April,2025-07-31,123830493000.0,9446000000.0,26.38,2.323,37.36,2.81,0.0294,3.66,26.66,0.136,0.187,0.0457,0.0974,34200001000,22361000000,3.66,0.013,0.084,100.47,4,12,15,1,0,26.38,16.95,3.621,2.557,4.18,15.29,0.792,99.37,76.99,93.77,88.99,1282686000,1280351000,0.299,87.186,2025-10-17,2025-09-26
MRK,MRK,Common Stock,Merck & Company Inc,"Merck & Company Inc. is a prominent American multinational pharmaceutical corporation headquartered in Kenilworth, New Jersey, celebrated for its dedication to enhancing global health through cutting-edge pharmaceuticals and vaccines. Established in 1891 as the U.S. subsidiary of the German Merck Group, Merck has a rich history of scientific innovation, focusing on critical therapeutic areas such as oncology, infectious diseases, and cardiovascular health. The company boasts a robust pipeline of novel therapies and a strong commitment to research and development, positioning itself as a leader in the biopharmaceutical sector. By prioritizing patient outcomes and healthcare accessibility, Merck is well-equipped to navigate the evolving healthcare landscape, driving both growth and innovation through its scientific prowess and strategic collaborations.",310158.0,NYSE,USD,USA,HEALTHCARE,DRUG MANUFACTURERS - GENERAL,"126 EAST LINCOLN AVENUE, RAHWAY, NJ, UNITED STATES, 07065",https://www.merck.com,December,2025-06-30,214060007000.0,28330000000.0,13.21,0.801,19.57,3.16,0.0369,6.41,25.21,0.258,0.375,0.13,0.354,63616000000,49245999000,6.41,-0.178,-0.019,101.84,2,13,13,0,0,13.21,9.13,3.365,4.563,3.935,10.0,0.373,106.25,71.87,83.6,85.37,2497783000,2493812000,0.067,80.745,2025-10-07,2025-09-15
META,META,Common Stock,Meta Platforms Inc.,"Meta Platforms, Inc. is a leading technology firm based in Menlo Park, California, renowned for transforming social connectivity through its flagship platforms, including Facebook, Instagram, and WhatsApp. Pioneering developments in virtual and augmented reality via its Reality Labs division, Meta is at the forefront of the metaverse, exploring innovative consumer engagement avenues. By significantly investing in immersive technologies, the company not only attracts a large, diverse user base but also enhances its advertising revenue, thereby reinforcing its position as a dominant force in the rapidly evolving digital landscape.",1326801.0,NASDAQ,USD,USA,COMMUNICATION SERVICES,INTERNET CONTENT & INFORMATION,"1 META WAY, MENLO PARK, CA, UNITED STATES, 94025",https://investor.atmeta.com,December,2025-06-30,1797939790000.0,94279999000.0,25.98,1.985,77.53,2.05,0.0029,27.28,70.81,0.4,0.43,0.185,0.406,178803999000,146558992000,27.28,0.384,0.216,868.26,9,50,8,0,1,25.98,24.63,10.06,9.36,10.23,18.67,1.203,795.71,479.11,750.38,671.0,2168962000,2164461000,0.079,79.781,2025-09-29,2025-09-22
MET,MET,Common Stock,MetLife Inc,"MetLife, Inc. (Ticker: MET) is a leading global provider of insurance, annuities, and employee benefits, serving approximately 90 million customers across more than 60 countries. As the parent company of the Metropolitan Life Insurance Company, MetLife delivers a diverse array of financial solutions tailored to both individual and institutional clients’ risk management needs. With a strong emphasis on innovation and a customer-centric service model, MetLife is well-positioned for sustainable growth, enhancing shareholder value while maintaining its leadership position in the competitive insurance landscape.",1099219.0,NYSE,USD,USA,FINANCIAL SERVICES,INSURANCE - LIFE,"200 PARK AVENUE, NEW YORK, NY, UNITED STATES, 10166-0188",https://www.metlife.com,December,2025-06-30,55124009000.0,7248000000.0,13.72,0.849,41.52,2.203,0.0273,6.04,106.39,0.0587,0.0561,0.0059,0.155,73011003000,18783001000,6.04,-0.195,-0.027,93.33,4,8,4,0,1,13.72,8.23,0.755,1.954,0.955,-,0.849,87.16,64.24,79.82,79.79,665026000,554678000,0.255,91.632,2025-12-09,2025-11-04
MTD,MTD,Common Stock,Mettler-Toledo International Inc,"Mettler-Toledo International Inc. (NYSE: MTD) stands as a premier global manufacturer of precision instruments and analytical solutions, primarily catering to laboratory, industrial, and food retail sectors. Known for its leadership in weighing technology, the company offers an extensive range of products, including advanced analytical instruments and process analytics, which are crucial in today's quality-driven markets. Mettler-Toledo's steadfast commitment to innovation, quality, and customer satisfaction is reinforced by its robust global distribution network and a strong reputation for delivering high-performance solutions that address the evolving needs of its diverse clientele.",1037646.0,NYSE,USD,USA,HEALTHCARE,DIAGNOSTICS & RESEARCH,"1900 POLARIS PARKWAY, COLUMBUS, OH, UNITED STATES, 43240",https://www.mt.com,December,2025-06-30,26841375000.0,1185496000.0,33.01,3.642,-12.56,,,39.48,184.73,0.215,0.274,0.208,0.295,3866627000,2317537000,39.48,-0.059,0.039,1327.73,1,4,8,0,0,33.01,28.41,6.94,3980.99,7.48,23.78,1.375,1438.46,946.69,1279.9,1220.47,20599000,20243100,0.427,102.819,,
